"Case Name","Case Number","Case Type",City,"Date Closed","Date Filed","Employees on charge/petition","Reason Closed",Region,State,Status,Union,"Unit Sought",Voters
"Covanta Energy Corporation at Essex",22-RC-277563,R,Newark,,05/24/2021,50,,"Region 22, Newark, New Jersey",NJ,Open,,"Included: all full time and part time employees working in Employer's operations and maintenance departments, and store keeper working at Employer's Newark facility at 183 Raymond Blvd Excluded: all other employees, including office clerical employees, managerial employees, guards, and supervisors defined by the Act",
"Brooklyn Museum",29-RC-277644,R,Brooklyn,,05/25/2021,130,,"Region 29, Brooklyn, New York",NY,Open,,"Included: All full-time and regular part time professional and non-professional employees of the Employer not currently represented by DC 37.

Excluded: All employees currently represented by DC 37 and all confidential employees, managers, and supervisors as defined by the Act.",
"Virtua West Jersey Health Systems-- Emergency Medical Services",04-RC-277181,R,"Mount Laurel",,05/14/2021,270,,"Region 04, Philadelphia, Pennsylvania",NJ,Open,,"Included: All full-time, part-time, and per diem eligible Assistant Chiefs, Paramedics, Special Operative Paramedics, Emergency Medical Technicians, Base Communicators, Dispatchers, Specialty Care Transport Unit Registered Nurses, and Specialty Care Transport Unit Emergency Medical Technicians who work out of the following locations:  215 Mill Street, Mt. Holly, NJ; 1900 Taylors Lan, Cinnaminson, NJ; 200 Rt. 70, Medford, NJ; 41 Fieldcrest Dr., Columbus, NJ; 523 Fellowship Rd., Mt. Laurel, NJ; 379D Lakehurst Rd., Browns Mill, NJ; 2002 Burnt Mill Road, Voorhees, NJ; 100 Townsend Ave., Berlin, NJ; 200 Bell Road, Mt. Ephraim, NJ; 15 North Haddon Ave., Haddonfield, NJ; 5045 Central Highway, Pennsauken, NJ; 43 Somerdale Rd, Blackwood, NJ; 230 Nicholson Rd., Gloucester City, NJ; 301 Lippincott Drive, Marlton, NJ

Excluded: All other employees, confidential employees, managers, office clerical employees, guards and supervisors as defined by the Act.",
"Midland Services Inc.",18-RD-277816,R,Ashland,,05/27/2021,9,,"Region 18, Minneapolis, Minnesota",WI,Open,,"Included:  All full-time and regular part-time Propane/Fuel Drivers-Service-Sales People and Working Leads.

Excluded:  All other employees, guards, and supervisors defined in the National Labor Relations Act.
",
"Consolidated Bus Transit Inc.",29-RC-275347,R,Brooklyn,,04/08/2021,360,,"Region 29, Brooklyn, New York",NY,Open,,"Included: drivers, matrons and mechanics Excluded: management, security guards, officers",
"FORTITUDE SENIOR LIVING OF ST JOSEPH LLC",18-RC-277869,R,Paynesville,,05/28/2021,4,,"Region 18, Minneapolis, Minnesota",MN,Open,,"Included: All full-time, part-time, and temp LPNS Excluded: All others",
"GCC Concrete",28-RC-277581,R,"El Paso",,05/24/2021,40,,"Region 28, Phoenix, Arizona",TX,Open,,"Included: Concrete Mixer Drivers 

Excluded: All other employees managers, dispatchers, supervisors, and watchmen",
"Sibley County",18-WH-277843,R,Gaylord,,05/28/2021,10,,"Region 18, Minneapolis, Minnesota",MN,Open,,"Corrections and Dispatch",
"Forbes Media LLC d/b/a Forbes",22-RC-277555,R,"Jersey City",,05/24/2021,105,,"Region 22, Newark, New Jersey",NJ,Open,,"Included: All full-time and regular part-time editorial employees performing work for the employer, wherever located in the United States Excluded: managers, supervisors, and guards as defined by the National Labor Relations Act",
"Management & Training Corporation",01-RD-275435,R,Chicopee,,04/12/2021,25,,"Region 01, Boston, Massachusetts",MA,Open,,"Included:  IUE-CWA Local 81206 (MTC Employees only)
Excluded:  All others as defined in the Act.",
"Randall Metals Corporation",13-RD-276336,R,"East Chicago",,04/28/2021,21,,"Region 13, Chicago, Illinois",IN,Open,,"Included: All full-time and regular part-time production and maintenance employees employed by the Employer at its facility currently located at 3777 Canal Street, East Chicago, IN.
Excluded: All managers, temporary employees, office clerical employees and guards, professional employees and supervisors as defined in the Act.
",
"Lifelong Medical Care",32-RC-275467,R,Berkeley,,04/12/2021,135,,"Region 32, Oakland, California",CA,Open,,"Included: All Internal Medicine, Family Medicine, Psychiatric, and Primary Care Physicians, LCSWs, Nurse Practitioners, Family Nurse Practitioners, Psych. Nurse Practitioners, Physician Assistants, Certified Nurse Mid Wives, Chiropractors, Acupuncturists, and Doctors of Dental Science employed at the following locations: LIFELONG MEDICAL CARE, 9933 Mac Arthur Blvd, Oakland, CA 94605;  LIFELONG EAST OAKLAND HEALTH CENTER, 10700 MacArthur Blvd, Oakland, CA 94605; LIFELONG MEDICAL CARE ADMINISTRATIVE OFFICES, 2344 Sixth Street, Berkeley, CA 94710; LIFELONG WEST BERKELEY HEALTH CENTER, 837 Addison Street, Berkeley, CA 94710; LIFELONG MEDICAL CARE, 2600 MacDonald Ave, Richmond, CA 94804; LIFELONG OVER 60 HEALTH CENTER, 3260 Sacramento Street, Berkeley CA 94702; LIFELONG BROOKSIDE SAN PABLO, 2023 Vale Road, San Pablo, CA 94806; LIFELONG RODEO HEALTH CENTER, 25 California Street, Rodeo, CA 94572; LIFELONG ASHBY HEALTH CENTER, 3075 Adeline Street # 280, Berkeley, CA 94703; LIFELONG PINOLE HEALTH CENTER, 806 San Pablo Ave., Ste 1, Pinole, CA 94564; LIFELONG TRUST HEALTH CENTER, 386 14th Street, Oakland, CA 94612; LIFELONG DENTAL CARE, 1860 Alcatraz Ave., Berkeley, CA 94703; LIFELONG WILLIAM JENKINS HEALTH CENTER, 150 Harbour Way, Ste 200, Richmond, CA 94801; LIFELONG EMERYVILLE SCHOOL BASED HEALTH CENTER, 4727 San Pablo Ave., b214, Emeryville, CA 94608; LIFELONG HOWARD DANIEL, 9933 MacArthur Blvd, Oakland, CA 94605; and, LIFELONG DOWNTOWN OAKLAND HEALTH CENTER, 616 16th Street, Oakland, CA 94612.

Excluded: All other employees, guards, office clerical and supervisors.",
"Midwest Air Traffic Control Services, Inc.",01-RC-277346,R,Groton,,05/19/2021,4,,"Region 01, Boston, Massachusetts",CT,Open,,"Included: All full-time and regular part-time air traffic control specialists employed at the Groton-New London Airport Air Traffic Control Tower (GON). Excluded: All other employees, managers, guards, and supervisors as defined by the Act.",
"First Student",14-RD-277200,R,"Kansas City",,05/14/2021,51,,"Region 14, Saint Louis, Missouri",MO,Open,,"All full-time and regular part-time drivers, substitute drivers and monitors employed by the Employer at its 6400 East 35th Street, Kansas City, Missouri facility, but EXCLUDING all office clerical employees, managers, safety directors, operation clerks, lot attendants, mechanics, professional employees, guards and supervisors as defined in the Act, as amended, and all other employees.
",
"Anthology Film Archives",02-RC-276782,R,"New York",,05/07/2021,25,,"Region 02, New York, New York",NY,Open,,"Included:
All full-time and regular part-time employees of the employer

Excluded:
All job titles represented by IATSE Local 706; all supervisors, managers and confidential employees as defined by the National Labor Relations Act.",
BGIS/Evoque,21-RC-277920,R,"SAN DIEGO",,06/01/2021,4,,"Region 21, Los Angeles, California",CA,Open,,"Included:  All full-time, regular and part-time, temporary or extra maintenance engineers Employer at BGIS/Evoque, 5732 Pacific Center Blvd., San Diego, California 92121

Excluded:  All other employees, janitorial employees, office clerical employees, professional employees, managerial employees, guards, and supervisors as defined in the Act, as amended.",
"Lifeworks NW",19-RC-274583,R,Portland,,03/23/2021,53,,"Region 19, Seattle, Washington",OR,Open,"AFSCME Council 75",,61
"Rinehart Sanitation Services, Inc.",04-RC-277214,R,Pottstown,,05/17/2021,16,,"Region 04, Philadelphia, Pennsylvania",PA,Open,,"Included:  All full-time and regular part-time master service technicians, service technicians, pick-up and delivery technicians, non-hazardous liquid waste grease technician, non-hazardous liquid waste bulk technician, lead equipment specialists, and equipment specialists. and mechanics. 

Excluded: All other employees, office clerical employees, professional employees, guards and supervisors as defined in the Act.",
"ADT, LLC, d/b/a ADT Security Services",05-RC-277535,R,Bowie,,05/21/2021,27,,"Region 05, Baltimore, Maryland",MD,Open,,"Included: 
Service Tech, Installer, Processor and Material Handler employees at Bowie, MD SSO
Excluded:
Other employees and supervisors as defined by the Act.",
"MV Transportation",31-RC-275798,R,"Van Nuys",,04/16/2021,21,,"Region 31, Los Angeles, California",CA,Open,,"Included: All regular part-time and full-time Dispatchers, Window Dispatchers, Routers and Utility Maintenance employees. 

Excluded: All other employees, office clerical employees, professional employees, managerial employees, guards and supervisors as defined in the Act.",
"Logan Health/Kalispell Regional Health/Kalispell Regional Medical Center",19-RD-277897,R,Kalispell,,06/01/2021,27,,"Region 19, Seattle, Washington",MT,Open,,"VOTING UNIT:  
Employees eligible to Vote:
Those eligible to vote are: Included:  All Full-Time, Regular Part-Time, PRN, On-Call and Per Diem Registered Nurses at Logan Health, dba Kalispell Regional Medical Center, The Healthcenter, Brendan House, and any associated clinics, who are currently including in the existing SEIU 1199NW bargaining unit. 

Employees Not Eligible to Vote:
Those not eligible to vote are: Employees at North Valley Hospital, non-professional employees, all other employees, managers, and guards and supervisors as defined by the Act and any other employees not included in the existing bargaining unit.

",
"Cornish College of the Arts",19-RC-276616,R,Seattle,,05/04/2021,52,,"Region 19, Seattle, Washington",WA,Open,,"Included:  

All Full-Time and Regular Part-Time employees employed by the employer in classifications set forth in Attachment A who are residual to the existing units represented by IATSE, AMF and CFT.

Employees Excluded: 

All other employees of the employer including all managerial, temporary, confidential employees and statutory supervisors as described under the Act.  

",
"Excalibur Associates",05-UD-277647,R,Gaithersburg,,05/25/2021,36,,"Region 05, Baltimore, Maryland",MD,Open,,"Included:  Excalibur Associates Dispatch and Guard Force.  Excluded:  Supervision",
"Eastern Paramedics, Inc. d/b/a American Medical Response",03-RC-276648,R,Syracuse,,05/05/2021,94,,"Region 03, Buffalo, New York",NY,Open,,"All Paramedics, EMTs, EMT/CCs, EMT/Dispatchers, Dispatcher/EMTs, Dispatchers.  Excluded:  Office employees, guards, supervisory and management employees.",
"Simsbury Volunteer Ambulance Association, Inc.",01-RC-275738,R,Simsbury,,04/16/2021,20,,"Region 01, Boston, Massachusetts",CT,Open,,"Included: All Full-Time, Part-Time and Per-Diem EMT's and Paramedics employed by the employer at all of its bases and satellite locations. 
Excluded: All other employees, volunteers, guards, professional employees, and supervisors as defined in the Act.",
"The American National Red Cross",08-RC-275374,R,Cleveland,,04/09/2021,7,,"Region 08, Cleveland, Ohio",OH,Open,,"All Volunteer Engagement Representatives I and II managed through Blood Services Northern Ohio Region of the American Red Cross to be included in the Petitioner's existing unit consisting of the Employer's regular full-time and regular  part-time Donor Recruitment Department Account Managers, as certified in NLRB Case Nos. 8-RC-153338, but excluding any Volunteer Engagement Representatives managed by other Regions of the American Red Cross.",
"Deere & Company",16-RC-276796,R,Dallas,,05/07/2021,45,,"Region 16, Fort Worth, Texas",TX,Open,,"Included: All full time, part time and supplemental production and maintenance employees.

Excluded: All other employees, office, clerical, guards and supervisors as defined in the Act.",
"Auburn Senior Services",03-RD-277780,R,Auburn,,05/28/2021,5,,"Region 03, Buffalo, New York",NY,Open,,"Included: Full time and regular part time registered nurses employed by the employer Excluded: unit managers, house supervisors, other professional employees, clerical employees, confidential employees, guards and supervisors
",
"CVS Pharmacy #9729",31-RC-277855,R,Ontario,,05/28/2021,12,,"Region 31, Los Angeles, California",CA,Open,,"INCLUDED:  Full-Time and part-time beauty advisors, clerks, cashiers, pharmacy technicians, pharmacy lead technicians, pharmacy service associates, shift supervisors, stock room supervisors in stores, photo center technicians and photo center supervisors.

EXCLUDED:  All managers (including store team leaders), assistant managers, shift supervisor A, operational supervisor, operation manager, pharmacists, nurse practitioners, physician assistants, guards, and all employees not situated in CVS/pharmacy retail stores.",
